Country,Code,Year,Value
Brazil,BRA,2010,2.88575E+11
Brazil,BRA,2011,3.5201E+11
Brazil,BRA,2012,3.73161E+11
Brazil,BRA,2013,3.58816E+11
Brazil,BRA,2014,3.6357E+11
Brazil,BRA,2015,3.56465E+11
Brazil,BRA,2016,3.64984E+11
Brazil,BRA,2017,3.73956E+11
Brazil,BRA,2018,3.7471E+11
Brazil,BRA,2019,3.56886E+11
Brazil,BRA,2020,3.55614E+11
Barbados,BRB,2000,472693479.4
Barbados,BRB,2001,690373664
Barbados,BRB,2002,668514868.7
Barbados,BRB,2003,737943173
Barbados,BRB,2004,579857104.1
Barbados,BRB,2005,603465289.1
Barbados,BRB,2006,636089800.4
Barbados,BRB,2007,839429792.7
Barbados,BRB,2008,738527014.8
Barbados,BRB,2009,871145394
Barbados,BRB,2010,833540950.4
Barbados,BRB,2011,812596875.6
Barbados,BRB,2012,839722748
Barbados,BRB,2013,680957827.2
Barbados,BRB,2014,632258680.1
Barbados,BRB,2015,553604323.9
Barbados,BRB,2016,431758242
Barbados,BRB,2017,265841633.1
Barbados,BRB,2018,533906813
Barbados,BRB,2019,772118649.5
Brunei Darussalam,BRN,2000,408340574.4
Brunei Darussalam,BRN,2001,381821178.4
Brunei Darussalam,BRN,2002,448994000.5
Brunei Darussalam,BRN,2003,474743404
Brunei Darussalam,BRN,2004,488889689.1
Brunei Darussalam,BRN,2005,491885270.1
Brunei Darussalam,BRN,2006,513570258.7
Brunei Darussalam,BRN,2007,667491396.6
Brunei Darussalam,BRN,2008,751159763.9
Brunei Darussalam,BRN,2009,1357268957
Brunei Darussalam,BRN,2010,1563162507
Brunei Darussalam,BRN,2011,2583674788
Brunei Darussalam,BRN,2012,3449167917
Brunei Darussalam,BRN,2013,3575273902
Brunei Darussalam,BRN,2014,3648818757
Brunei Darussalam,BRN,2015,3366322585
Brunei Darussalam,BRN,2016,3487053369
Brunei Darussalam,BRN,2017,3488124300
Brunei Darussalam,BRN,2018,3407126455
Brunei Darussalam,BRN,2019,4272696958
Brunei Darussalam,BRN,2020,3997356505
Bhutan,BTN,2000,317632400.6
Bhutan,BTN,2001,323362186.7
Bhutan,BTN,2002,354949465.1
Bhutan,BTN,2003,366596385.8
Bhutan,BTN,2004,398620011.7
Bhutan,BTN,2005,467426180.8
Bhutan,BTN,2006,545324764.6
Bhutan,BTN,2007,699049465.4
Bhutan,BTN,2008,764803120.5
Bhutan,BTN,2009,890893416.6
Bhutan,BTN,2010,1002139102
Bhutan,BTN,2011,789643751.6
Bhutan,BTN,2012,954678385.1
Bhutan,BTN,2013,991306676.5
Bhutan,BTN,2014,1245086667
Bhutan,BTN,2015,1103179129
Bhutan,BTN,2016,1127277332
Bhutan,BTN,2017,1206238191
Bhutan,BTN,2018,987247035.6
Bhutan,BTN,2019,1238371618
Bhutan,BTN,2020,1510313610
Botswana,BWA,2000,6318214000
Botswana,BWA,2001,5897250157
Botswana,BWA,2002,5473918814
Botswana,BWA,2003,5339775870
Botswana,BWA,2004,5661431015
Botswana,BWA,2005,6309056418
Botswana,BWA,2006,7992391905
Botswana,BWA,2007,9789741088
Botswana,BWA,2008,9118641528
Botswana,BWA,2009,8703960321
Botswana,BWA,2010,7885215352
Botswana,BWA,2011,8081885901
Botswana,BWA,2012,7627972585
Botswana,BWA,2013,7726052460
Botswana,BWA,2014,8322776203
Botswana,BWA,2015,7546144960
Botswana,BWA,2016,7188821775
Botswana,BWA,2017,7490512373
Botswana,BWA,2018,6656913638
Botswana,BWA,2019,6170221067
Botswana,BWA,2020,4940893803
Central African Republic,CAF,2000,136311955.6
Central African Republic,CAF,2001,121827806.7
Central African Republic,CAF,2002,127052247.6
Central African Republic,CAF,2003,137053605.7
Central African Republic,CAF,2004,153195695.5
Central African Republic,CAF,2005,144923649.4
Central African Republic,CAF,2006,132419817.1
Central African Republic,CAF,2007,91867874.12
Central African Republic,CAF,2008,131466501
Central African Republic,CAF,2009,210590013.3
Central African Republic,CAF,2010,181175454.9
Central African Republic,CAF,2011,154510967.2
Central African Republic,CAF,2012,157902473.5
Central African Republic,CAF,2013,193663724.5
Central African Republic,CAF,2014,259571697.5
Central African Republic,CAF,2015,213800567.3
Central African Republic,CAF,2016,239797985.5
Central African Republic,CAF,2017,362717270.5
Central African Republic,CAF,2018,361797180.3
Central African Republic,CAF,2019,350305401.8
Canada,CAN,2000,32427268296
Canada,CAN,2001,34252695468
Canada,CAN,2002,37189390324
Canada,CAN,2003,36267581049
Canada,CAN,2004,34476385088
Canada,CAN,2005,33018041276
Canada,CAN,2006,35063091947
Canada,CAN,2007,41082108779
Canada,CAN,2008,43872316564
Canada,CAN,2009,54356329767
Canada,CAN,2010,57151157771
Canada,CAN,2011,65818985667
Canada,CAN,2012,68546343362
Canada,CAN,2013,71937085416
Canada,CAN,2014,74699962253
Canada,CAN,2015,79753521150
Canada,CAN,2016,82718110858
Canada,CAN,2017,86677706697
Canada,CAN,2018,83925602808
Canada,CAN,2019,85297110784
Canada,CAN,2020,90428136419
Switzerland,CHE,2000,53620270122
Switzerland,CHE,2001,51549537913
Switzerland,CHE,2002,61276111966
Switzerland,CHE,2003,69563022240
Switzerland,CHE,2004,74567877421
Switzerland,CHE,2005,57575300181
Switzerland,CHE,2006,64461048830
Switzerland,CHE,2007,75172320982
Switzerland,CHE,2008,74145636041
Switzerland,CHE,2009,1.34566E+11
Switzerland,CHE,2010,2.7048E+11
Switzerland,CHE,2011,3.30586E+11
Switzerland,CHE,2012,5.31302E+11
Switzerland,CHE,2013,5.36235E+11
Switzerland,CHE,2014,5.45787E+11
Switzerland,CHE,2015,6.02403E+11
Switzerland,CHE,2016,6.7891E+11
Switzerland,CHE,2017,8.11031E+11
Switzerland,CHE,2018,7.87021E+11
Switzerland,CHE,2019,8.54929E+11
Switzerland,CHE,2020,1.0834E+12
Chile,CHL,2000,15055115211
Chile,CHL,2001,14399463581
Chile,CHL,2002,15343862167
Chile,CHL,2003,15842927419
Chile,CHL,2004,15997301155
Chile,CHL,2005,16933297690
Chile,CHL,2006,19396987007
Chile,CHL,2007,16843397511
Chile,CHL,2008,23079229514
Chile,CHL,2009,25292079031
Chile,CHL,2010,27827450636
Chile,CHL,2011,41943889985
Chile,CHL,2012,41649256238
Chile,CHL,2013,41093252539
Chile,CHL,2014,40447379052
Chile,CHL,2015,38641176606
Chile,CHL,2016,40493293730
Chile,CHL,2017,38981539754
Chile,CHL,2018,39858824175
Chile,CHL,2019,40655524238
Chile,CHL,2020,39166118109
China,CHN,2000,1.71763E+11
China,CHN,2001,2.20057E+11
China,CHN,2002,2.97739E+11
China,CHN,2003,4.16199E+11
China,CHN,2004,6.22949E+11
China,CHN,2005,8.3141E+11
China,CHN,2006,1.08076E+12
China,CHN,2007,1.54636E+12
China,CHN,2008,1.96604E+12
China,CHN,2009,2.4529E+12
China,CHN,2010,2.91371E+12
China,CHN,2011,3.25467E+12
China,CHN,2012,3.38751E+12
China,CHN,2013,3.88037E+12
China,CHN,2014,3.90004E+12
China,CHN,2015,3.40525E+12
China,CHN,2016,3.09766E+12
China,CHN,2017,3.23568E+12
China,CHN,2018,3.16822E+12
China,CHN,2019,3.22289E+12
China,CHN,2020,3.35724E+12
Cameroon,CMR,2000,220219413
Cameroon,CMR,2001,340115355.1
Cameroon,CMR,2002,639930327.3
Cameroon,CMR,2003,652135227.6
Cameroon,CMR,2004,842430190
Cameroon,CMR,2005,964745492.9
Cameroon,CMR,2006,1735263262
Cameroon,CMR,2007,2931745510
Cameroon,CMR,2008,3112861315
Cameroon,CMR,2009,3675521656
Cameroon,CMR,2010,3642642766
Cameroon,CMR,2011,3198717753
Cameroon,CMR,2012,3380703262
Cameroon,CMR,2013,3471999831
Cameroon,CMR,2014,3168216856
Cameroon,CMR,2015,3536255066
Cameroon,CMR,2016,2225708778
Cameroon,CMR,2017,3196791411
Cameroon,CMR,2018,3459329761
"Congo, Dem. Rep.",COD,2000,82500000
"Congo, Dem. Rep.",COD,2001,82500000
"Congo, Dem. Rep.",COD,2002,73858396.52
"Congo, Dem. Rep.",COD,2003,97757335.85
"Congo, Dem. Rep.",COD,2004,236242009.3
"Congo, Dem. Rep.",COD,2005,131200257.9
"Congo, Dem. Rep.",COD,2006,154503797.2
"Congo, Dem. Rep.",COD,2007,180677437
"Congo, Dem. Rep.",COD,2008,77733370.44
"Congo, Dem. Rep.",COD,2009,1035381388
"Congo, Dem. Rep.",COD,2010,1299652041
"Congo, Dem. Rep.",COD,2011,1267500303
"Congo, Dem. Rep.",COD,2012,1632551644
"Congo, Dem. Rep.",COD,2013,1678465312
"Congo, Dem. Rep.",COD,2014,1556982978
"Congo, Dem. Rep.",COD,2015,1215934551
"Congo, Dem. Rep.",COD,2016,708160749.2
"Congo, Dem. Rep.",COD,2017,695398162
"Congo, Dem. Rep.",COD,2018,665272095
"Congo, Rep.",COG,2000,225059392
"Congo, Rep.",COG,2001,71990506.36
"Congo, Rep.",COG,2002,35447852.89
"Congo, Rep.",COG,2003,39441158.06
"Congo, Rep.",COG,2004,124471455.3
"Congo, Rep.",COG,2005,737537427.5
"Congo, Rep.",COG,2006,1848005218
"Congo, Rep.",COG,2007,2183569353
"Congo, Rep.",COG,2008,3881458051
"Congo, Rep.",COG,2009,3806250384
"Congo, Rep.",COG,2010,4446850566
"Congo, Rep.",COG,2011,5641136196
"Congo, Rep.",COG,2012,5549563315
"Congo, Rep.",COG,2013,5245011451
"Congo, Rep.",COG,2014,4926098059
"Congo, Rep.",COG,2015,2221497219
"Congo, Rep.",COG,2016,714352000.8
"Congo, Rep.",COG,2017,379984138.8
"Congo, Rep.",COG,2018,423617388.3
"Congo, Rep.",COG,2019,988316008
Colombia,COL,2000,9005870485
Colombia,COL,2001,10244081685
Colombia,COL,2002,10844467605
Colombia,COL,2003,10920223457
Colombia,COL,2004,13536934555
Colombia,COL,2005,14954554923
Colombia,COL,2006,15437167996
Colombia,COL,2007,20951442987
Colombia,COL,2008,23670593274
Colombia,COL,2009,24987458716
Colombia,COL,2010,28076156124
Colombia,COL,2011,31895547051
Colombia,COL,2012,36997795800
Colombia,COL,2013,43158795572
Colombia,COL,2014,46809443348
Colombia,COL,2015,46222893469
Colombia,COL,2016,46173772893
Colombia,COL,2017,47131104747
Colombia,COL,2018,47887623364
Colombia,COL,2019,52652707435
Colombia,COL,2020,58499477957
Comoros,COM,2000,43370718.71
Comoros,COM,2001,62479684.97
Comoros,COM,2002,80135345.67
Comoros,COM,2003,94540111.96
Comoros,COM,2004,103991907.5
Comoros,COM,2005,86095117.22
Comoros,COM,2006,93890572.09
Comoros,COM,2007,117643066.4
Comoros,COM,2008,112663906.9
Comoros,COM,2009,150899368
Comoros,COM,2010,146075888.5
Comoros,COM,2011,156064553.7
Comoros,COM,2012,195019557.1
Comoros,COM,2013,174071468
Comoros,COM,2014,171159502.4
Comoros,COM,2015,200562427.7
Comoros,COM,2016,159412124.1
Comoros,COM,2017,207879895.5
Comoros,COM,2018,199213183.3
Comoros,COM,2019,202031707.2
Comoros,COM,2020,294339897.9
Cabo Verde,CPV,2000,28196818.87
Cabo Verde,CPV,2001,45479478.07
Cabo Verde,CPV,2002,77123428.27
Cabo Verde,CPV,2003,92617800.66
Cabo Verde,CPV,2004,139362725.7
Cabo Verde,CPV,2005,174391987.4
Cabo Verde,CPV,2006,254525770.7
Cabo Verde,CPV,2007,364462266.1
Cabo Verde,CPV,2008,361467111.5
